OrderID,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,CostPerUnit,Discount,CustomerType,PaymentMode
O781489,2024-08-17 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,5,New,Card
O167039,2024-10-24 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,Returning,Cash
O935480,2025-01-15 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,Returning,Wallet
O427000,2024-07-12 16:34:39.742893,P006,Nachos,Snacks,4,140,85,20,Returning,Wallet
O987329,2024-07-23 16:34:39.742893,P003,French Fries,Snacks,2,80,40,25,New,Cash
O562183,2024-05-18 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,0,Returning,Card
O704660,2024-06-06 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,0,New,Card
O458976,2024-05-10 16:34:39.742893,P006,Nachos,Snacks,2,140,85,15,New,Cash
O381757,2024-08-27 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,15,Returning,Wallet
O754113,2025-04-15 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,15,Returning,Wallet
O621363,2025-07-08 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,15,Returning,Cash
O221237,2025-03-17 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,25,Returning,Cash
O280335,2025-08-20 16:34:39.742893,P006,Nachos,Snacks,1,140,85,20,New,UPI
O122826,2024-08-25 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,Returning,Card
O823283,2025-01-30 16:34:39.742893,P003,French Fries,Snacks,3,80,40,0,Returning,Cash
O251534,2024-12-20 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,5,Returning,UPI
O326983,2025-11-05 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,New,Wallet
O898650,2024-05-10 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,0,Returning,Cash
O682297,2024-07-17 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,5,Returning,Cash
O325771,2024-05-13 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,20,New,Card
O668415,2024-08-13 16:34:39.742893,P006,Nachos,Snacks,2,140,85,5,New,UPI
O136159,2025-05-11 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,5,Returning,Cash
O560599,2024-07-31 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,25,Returning,UPI
O745510,2025-10-17 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,15,New,Card
O872058,2025-01-04 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,10,Returning,UPI
O434861,2024-12-20 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,0,New,Wallet
O235346,2025-04-20 16:34:39.742893,P006,Nachos,Snacks,1,140,85,5,New,UPI
O247602,2024-05-21 16:34:39.742893,P003,French Fries,Snacks,3,80,40,10,New,Card
O613689,2025-12-17 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,20,Returning,Wallet
O621664,2024-07-03 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,5,Returning,Cash
O573839,2025-08-03 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,0,New,UPI
O864112,2025-11-03 16:34:39.742893,P003,French Fries,Snacks,2,80,40,10,New,Cash
O211750,2024-11-28 16:34:39.742893,P006,Nachos,Snacks,3,140,85,0,Returning,Cash
O102001,2023-12-24 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,10,Returning,Wallet
O402926,2025-08-15 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,0,Returning,Card
O525223,2025-01-16 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,10,New,Cash
O969278,2025-05-05 16:34:39.742893,P006,Nachos,Snacks,4,140,85,5,Returning,Card
O989215,2025-11-19 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,25,Returning,UPI
O164750,2024-08-09 16:34:39.742893,P006,Nachos,Snacks,2,140,85,25,New,Card
O959651,2025-11-05 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,20,New,Wallet
O834013,2025-03-27 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,0,Returning,Card
O330308,2024-03-31 16:34:39.742893,P006,Nachos,Snacks,5,140,85,20,Returning,UPI
O601007,2024-03-24 16:34:39.742893,P006,Nachos,Snacks,1,140,85,15,Returning,UPI
O987105,2025-05-06 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,New,UPI
O479359,2025-01-18 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,15,Returning,Card
O857504,2025-05-11 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,New,Wallet
O172838,2024-07-02 16:34:39.742893,P006,Nachos,Snacks,2,140,85,10,Returning,Wallet
O197320,2024-03-03 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,10,Returning,Cash
O189511,2024-05-03 16:34:39.742893,P003,French Fries,Snacks,1,80,40,5,New,Card
O322903,2025-05-09 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,10,New,Wallet
O150464,2024-08-27 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,25,Returning,UPI
O930075,2025-09-05 16:34:39.742893,P003,French Fries,Snacks,2,80,40,10,New,Card
O547883,2024-07-21 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,0,Returning,Wallet
O932960,2025-06-02 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,25,Returning,Cash
O724027,2024-09-03 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,0,New,Wallet
O786889,2024-10-19 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,New,Cash
O599485,2025-12-01 16:34:39.742893,P003,French Fries,Snacks,1,80,40,10,Returning,Cash
O791965,2024-08-06 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,Returning,UPI
O427794,2024-05-06 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,10,Returning,UPI
O121507,2024-09-12 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,15,New,Card
O136370,2024-05-14 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,20,Returning,Wallet
O203610,2025-12-18 16:34:39.742893,P003,French Fries,Snacks,3,80,40,25,Returning,Wallet
O738045,2025-07-04 16:34:39.742893,P003,French Fries,Snacks,4,80,40,0,Returning,UPI
O259785,2025-05-07 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,New,Wallet
O565513,2024-10-23 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,15,Returning,UPI
O280983,2025-07-27 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,New,Wallet
O933488,2025-11-09 16:34:39.742893,P006,Nachos,Snacks,2,140,85,0,Returning,Card
O861478,2024-02-04 16:34:39.742893,P003,French Fries,Snacks,3,80,40,25,Returning,Card
O115748,2025-10-10 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,10,Returning,Card
O291298,2024-09-30 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,0,Returning,Card
O135970,2024-06-01 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,15,New,UPI
O105018,2024-04-02 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,5,Returning,UPI
O999154,2024-07-28 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,Returning,Wallet
O515664,2025-06-29 16:34:39.742893,P003,French Fries,Snacks,2,80,40,5,Returning,Card
O580453,2025-07-25 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,25,Returning,Card
O875496,2024-02-29 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,New,Cash
O861041,2025-01-21 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,25,Returning,Wallet
O609690,2024-03-07 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,25,Returning,Wallet
O296550,2025-10-13 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,5,Returning,Wallet
O539151,2025-09-27 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,0,Returning,Wallet
O567303,2025-06-29 16:34:39.742893,P006,Nachos,Snacks,2,140,85,10,New,Card
O633569,2025-08-08 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,New,Cash
O622147,2025-10-14 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,20,Returning,Card
O131579,2024-10-31 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,10,Returning,Wallet
O365678,2025-02-12 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,25,Returning,Card
O383161,2024-08-13 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,0,Returning,Wallet
O737469,2025-02-09 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,10,New,Cash
O955984,2025-09-19 16:34:39.742893,P003,French Fries,Snacks,4,80,40,25,Returning,Cash
O196959,2025-02-19 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,Returning,Card
O932740,2025-06-08 16:34:39.742893,P003,French Fries,Snacks,1,80,40,5,Returning,Cash
O440851,2025-10-29 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,0,New,Card
O532232,2024-12-23 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,0,New,Cash
O577375,2024-06-11 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,15,New,Card
O117173,2024-04-28 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,Returning,UPI
O768452,2024-02-11 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,5,Returning,Wallet
O837449,2024-06-01 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,25,New,Cash
O702222,2025-07-10 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,0,New,Card
O460771,2025-08-10 16:34:39.742893,P003,French Fries,Snacks,3,80,40,25,Returning,UPI
O853048,2025-06-07 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,0,New,Cash
O815641,2024-08-15 16:34:39.742893,P003,French Fries,Snacks,5,80,40,10,Returning,Cash
O810470,2025-07-20 16:34:39.742893,P006,Nachos,Snacks,4,140,85,25,Returning,Card
O572372,2024-05-05 16:34:39.742893,P003,French Fries,Snacks,1,80,40,0,Returning,UPI
O420343,2025-06-22 16:34:39.742893,P006,Nachos,Snacks,5,140,85,5,New,UPI
O327280,2025-05-01 16:34:39.742893,P003,French Fries,Snacks,2,80,40,20,Returning,Wallet
O548521,2025-11-04 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,0,New,UPI
O308023,2024-10-09 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,25,New,Wallet
O631398,2024-07-11 16:34:39.742893,P003,French Fries,Snacks,1,80,40,0,Returning,UPI
O327082,2025-09-07 16:34:39.742893,P003,French Fries,Snacks,1,80,40,20,Returning,Card
O904815,2024-12-03 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,20,Returning,UPI
O326249,2024-03-26 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,0,New,Card
O788536,2025-10-29 16:34:39.742893,P003,French Fries,Snacks,3,80,40,5,New,Wallet
O853654,2024-09-19 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,0,Returning,Card
O564467,2025-07-05 16:34:39.742893,P006,Nachos,Snacks,3,140,85,15,Returning,UPI
O915496,2025-09-14 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,Returning,Wallet
O131967,2024-03-03 16:34:39.742893,P006,Nachos,Snacks,5,140,85,5,Returning,Card
O477203,2024-07-13 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,0,New,Card
O307699,2025-02-17 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,5,Returning,Cash
O122596,2024-12-04 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,25,New,Wallet
O542206,2025-04-24 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,20,Returning,Cash
O980282,2024-12-09 16:34:39.742893,P006,Nachos,Snacks,4,140,85,20,New,UPI
O322419,2025-10-30 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,15,New,UPI
O313350,2025-12-02 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,0,Returning,UPI
O772499,2024-11-27 16:34:39.742893,P006,Nachos,Snacks,4,140,85,25,Returning,Card
O880733,2025-08-30 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,0,Returning,Wallet
O290248,2024-10-31 16:34:39.742893,P005,Fresh Juice,Beverages,2,90,45,0,New,Card
O886704,2024-03-11 16:34:39.742893,P003,French Fries,Snacks,2,80,40,20,Returning,UPI
O948981,2024-01-30 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,5,Returning,Wallet
O235623,2024-07-27 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,0,Returning,UPI
O964435,2024-08-07 16:34:39.742893,P003,French Fries,Snacks,3,80,40,0,Returning,Wallet
O771243,2025-07-10 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,10,New,Wallet
O917619,2024-05-23 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,20,New,Wallet
O626703,2025-04-17 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,5,New,UPI
O393342,2024-05-02 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,New,UPI
O608427,2025-11-16 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,25,New,Wallet
O507755,2024-01-10 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,25,Returning,UPI
O480587,2025-02-22 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,10,New,UPI
O778664,2024-05-14 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,10,Returning,UPI
O476377,2024-03-19 16:34:39.742893,P003,French Fries,Snacks,5,80,40,10,New,Cash
O914942,2025-11-06 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,Returning,Card
O269111,2024-02-29 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,15,New,Card
O658822,2024-11-02 16:34:39.742893,P003,French Fries,Snacks,2,80,40,20,New,Cash
O200071,2025-01-13 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,25,Returning,Card
O778401,2024-01-24 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,25,Returning,Card
O130035,2024-06-22 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,10,New,Wallet
O688138,2025-10-18 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,25,Returning,Wallet
O996289,2025-03-04 16:34:39.742893,P006,Nachos,Snacks,2,140,85,25,New,Wallet
O417004,2024-12-28 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,25,Returning,UPI
O960804,2024-06-09 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,New,UPI
O994432,2025-05-09 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,15,New,Cash
O403736,2025-08-17 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,10,New,Cash
O725223,2025-06-20 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,0,Returning,UPI
O677180,2025-07-03 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,20,Returning,Card
O935223,2025-07-02 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,15,New,UPI
O415484,2025-08-12 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,New,UPI
O987990,2025-05-25 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,5,New,UPI
O131631,2024-04-25 16:34:39.742893,P006,Nachos,Snacks,2,140,85,15,Returning,Cash
O977569,2024-12-15 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,5,New,Wallet
O670285,2024-07-06 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,5,New,Cash
O370248,2024-11-18 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,5,New,UPI
O949319,2025-07-28 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,10,Returning,Card
O372568,2025-02-21 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,10,Returning,Card
O969673,2025-11-07 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,25,Returning,Card
O488503,2024-04-15 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,0,Returning,Card
O574669,2025-08-13 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,0,Returning,Wallet
O356735,2025-11-02 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,25,New,UPI
O576180,2024-07-22 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,25,New,Cash
O522169,2024-03-21 16:34:39.742893,P003,French Fries,Snacks,3,80,40,20,Returning,Card
O566162,2024-01-05 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,10,New,Card
O763293,2024-12-16 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,10,New,Cash
O461406,2025-02-14 16:34:39.742893,P003,French Fries,Snacks,1,80,40,15,Returning,UPI
O241282,2024-10-09 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,New,Wallet
O137022,2024-01-14 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,Returning,Cash
O257206,2024-02-23 16:34:39.742893,P003,French Fries,Snacks,5,80,40,15,Returning,Cash
O748341,2024-01-24 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,5,New,Card
O251528,2024-09-16 16:34:39.742893,P006,Nachos,Snacks,1,140,85,0,Returning,Wallet
O840010,2024-10-28 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,10,Returning,Wallet
O187462,2025-08-21 16:34:39.742893,P006,Nachos,Snacks,4,140,85,5,New,UPI
O334175,2025-03-30 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,0,New,UPI
O182296,2024-01-25 16:34:39.742893,P003,French Fries,Snacks,2,80,40,15,New,Card
O508760,2024-01-20 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,25,Returning,Card
O991998,2025-08-06 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,0,Returning,UPI
O525439,2025-10-20 16:34:39.742893,P006,Nachos,Snacks,3,140,85,25,New,UPI
O807837,2025-06-07 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,5,New,Wallet
O374377,2024-11-28 16:34:39.742893,P006,Nachos,Snacks,1,140,85,25,Returning,Card
O497797,2024-05-11 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,0,Returning,UPI
O894978,2024-10-24 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,0,Returning,Card
O717220,2024-03-23 16:34:39.742893,P006,Nachos,Snacks,4,140,85,15,Returning,Wallet
O743976,2024-12-06 16:34:39.742893,P003,French Fries,Snacks,4,80,40,20,New,Card
O969847,2025-12-18 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,5,New,Cash
O660131,2025-02-25 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,15,New,Cash
O183154,2025-10-09 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,25,Returning,Card
O302195,2025-12-08 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,20,Returning,Wallet
O597972,2024-02-01 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,20,Returning,Wallet
O865148,2025-04-13 16:34:39.742893,P003,French Fries,Snacks,3,80,40,10,New,Cash
O994378,2025-07-09 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,20,New,Cash
O342969,2024-07-13 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,15,New,UPI
O364886,2025-04-08 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,5,New,Cash
O395390,2024-09-16 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,20,Returning,Card
O294271,2025-07-11 16:34:39.742893,P003,French Fries,Snacks,5,80,40,0,New,Cash
O826182,2025-12-10 16:34:39.742893,P004,Cold Coffee,Beverages,4,110,50,5,New,Cash
O484888,2024-05-21 16:34:39.742893,P006,Nachos,Snacks,5,140,85,15,Returning,Cash
O989046,2025-08-03 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,0,Returning,Wallet
O100219,2024-05-21 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,10,New,UPI
O567151,2024-04-10 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,25,New,Cash
O704443,2024-03-16 16:34:39.742893,P006,Nachos,Snacks,5,140,85,0,New,Cash
O281786,2025-11-28 16:34:39.742893,P006,Nachos,Snacks,3,140,85,15,Returning,Cash
O597005,2024-06-16 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,0,New,Wallet
O596573,2025-09-26 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,25,Returning,Cash
O322535,2025-04-27 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,New,UPI
O649295,2025-08-11 16:34:39.742893,P003,French Fries,Snacks,3,80,40,0,Returning,Card
O375062,2025-05-08 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,10,Returning,Card
O721795,2024-08-01 16:34:39.742893,P006,Nachos,Snacks,5,140,85,10,New,Cash
O898359,2025-05-11 16:34:39.742893,P006,Nachos,Snacks,1,140,85,10,Returning,Wallet
O142333,2024-09-13 16:34:39.742893,P003,French Fries,Snacks,4,80,40,10,New,Wallet
O257111,2025-01-18 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,15,New,UPI
O370221,2025-01-07 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,10,New,Wallet
O360000,2024-05-19 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,10,New,UPI
O244005,2024-05-08 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,5,Returning,Card
O757830,2025-07-28 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,25,New,UPI
O202156,2025-04-17 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,5,Returning,Cash
O176154,2025-11-17 16:34:39.742893,P006,Nachos,Snacks,1,140,85,0,Returning,Cash
O805151,2024-12-06 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,Returning,Cash
O483225,2024-05-22 16:34:39.742893,P003,French Fries,Snacks,2,80,40,5,Returning,Card
O554171,2024-07-03 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,Returning,Cash
O987818,2024-11-16 16:34:39.742893,P003,French Fries,Snacks,4,80,40,20,New,Cash
O776825,2024-04-11 16:34:39.742893,P002,Paneer Wrap,Meals,2,150,90,10,New,Cash
O104417,2025-06-13 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,15,Returning,Wallet
O682674,2025-01-21 16:34:39.742893,P003,French Fries,Snacks,4,80,40,5,Returning,UPI
O906512,2024-08-18 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,0,New,Wallet
O417018,2025-02-10 16:34:39.742893,P003,French Fries,Snacks,5,80,40,25,Returning,Wallet
O639524,2025-11-01 16:34:39.742893,P003,French Fries,Snacks,3,80,40,5,Returning,Wallet
O466087,2024-08-05 16:34:39.742893,P001,Veg Burger,Meals,1,120,70,5,New,Wallet
O418525,2024-04-10 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,5,New,Cash
O526578,2024-09-15 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,10,New,Cash
O512217,2024-03-18 16:34:39.742893,P006,Nachos,Snacks,1,140,85,25,New,Card
O771149,2025-03-02 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,10,New,UPI
O283229,2025-02-11 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,0,New,Wallet
O592000,2024-09-10 16:34:39.742893,P003,French Fries,Snacks,1,80,40,5,New,UPI
O881958,2024-09-29 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,15,New,Card
O961111,2025-10-18 16:34:39.742893,P002,Paneer Wrap,Meals,3,150,90,10,New,Wallet
O319940,2025-03-26 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,25,New,Card
O604055,2024-01-10 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,0,Returning,Card
O552531,2024-08-05 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,15,Returning,Wallet
O124427,2025-12-08 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,10,New,Wallet
O824769,2024-02-11 16:34:39.742893,P004,Cold Coffee,Beverages,5,110,50,20,Returning,Card
O551804,2025-07-26 16:34:39.742893,P005,Fresh Juice,Beverages,4,90,45,5,New,Wallet
O377720,2024-06-02 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,5,New,Cash
O749393,2024-01-26 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,10,Returning,Cash
O778383,2024-12-12 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,10,Returning,Card
O199436,2024-05-03 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,20,New,Wallet
O498867,2025-06-05 16:34:39.742893,P001,Veg Burger,Meals,5,120,70,10,Returning,Cash
O532693,2024-05-09 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,5,New,Wallet
O897852,2025-11-29 16:34:39.742893,P006,Nachos,Snacks,4,140,85,0,Returning,UPI
O940984,2025-11-30 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,15,Returning,UPI
O121503,2025-02-28 16:34:39.742893,P004,Cold Coffee,Beverages,2,110,50,10,New,Card
O996225,2024-10-03 16:34:39.742893,P001,Veg Burger,Meals,4,120,70,20,New,Card
O868335,2024-08-04 16:34:39.742893,P003,French Fries,Snacks,5,80,40,10,New,Card
O968245,2025-07-20 16:34:39.742893,P001,Veg Burger,Meals,2,120,70,5,Returning,Wallet
O189921,2024-03-31 16:34:39.742893,P006,Nachos,Snacks,4,140,85,0,Returning,UPI
O817810,2024-10-04 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,25,New,Card
O407236,2024-10-03 16:34:39.742893,P001,Veg Burger,Meals,3,120,70,20,New,Card
O507114,2024-02-08 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,0,Returning,UPI
O725548,2025-12-14 16:34:39.742893,P004,Cold Coffee,Beverages,3,110,50,5,New,Card
O877786,2025-06-25 16:34:39.742893,P005,Fresh Juice,Beverages,5,90,45,20,New,Cash
O832733,2025-04-21 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,20,New,UPI
O218593,2024-03-14 16:34:39.742893,P003,French Fries,Snacks,2,80,40,0,New,UPI
O808973,2025-01-11 16:34:39.742893,P002,Paneer Wrap,Meals,4,150,90,25,Returning,UPI
O882640,2024-01-29 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,0,Returning,Cash
O981407,2024-05-03 16:34:39.742893,P006,Nachos,Snacks,2,140,85,5,New,Cash
O596195,2025-06-12 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,10,Returning,Card
O997155,2024-12-15 16:34:39.742893,P005,Fresh Juice,Beverages,1,90,45,0,Returning,Card
O378095,2024-08-28 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,20,Returning,Wallet
O441345,2024-09-05 16:34:39.742893,P006,Nachos,Snacks,2,140,85,20,Returning,Cash
O324118,2024-02-25 16:34:39.742893,P004,Cold Coffee,Beverages,1,110,50,10,New,UPI
O873364,2024-07-04 16:34:39.742893,P002,Paneer Wrap,Meals,1,150,90,0,Returning,Card
O691678,2024-12-12 16:34:39.742893,P006,Nachos,Snacks,4,140,85,10,New,Cash
O631399,2024-10-26 16:34:39.742893,P005,Fresh Juice,Beverages,3,90,45,0,Returning,Card
O339081,2025-11-14 16:34:39.742893,P003,French Fries,Snacks,3,80,40,0,Returning,UPI
O886947,2025-07-28 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,25,New,Card
O907362,2025-09-16 16:34:39.742893,P002,Paneer Wrap,Meals,5,150,90,25,New,Cash
